	#	Owner	Build name	Sets	Crit RatioCrit ValueCrit RateCrit DMG	Max HP	ATK	DEF	EM	ER%	Unnamed: 10
2475	2477	ASIAvi_llart	Hu Tao	4	69.5 : 248.6 223.1 cv	30451	1735	950	222	111.0%	51535
2476	2478	ASIASENA	Hu Tao	4	80.8 : 234.6 231.7 cv	29122	1745	939	187	106.5%	51534
2477	2479	NAsympathy	Hu Tao	4	76.2 : 229.9 217.7 cv	25582	1775	1010	290	100.0%	51533
2478	2480	ASIAAranati	Hu Tao	4	76.5 : 212.8 201.4 cv	31866	1852	876	206	105.2%	51533
2479	2481	ASIAアコム	Hu Tao	4	75.4 : 246.2 232.4 cv	30241	1640	985	231	110.4%	51532
2480	2482	EUYelqo	Hu Tao	4	87.0 : 235.4 244.9 cv	32470	1672	969	126	105.2%	51532
2481	2483	ASIAAK	Hu Tao	4	80.8 : 223.7 220.8 cv	33891	1903	897	117	104.5%	51531
2482	2484	EUMihoyo	Hu Tao	4	79.3 : 247.0 241.0 cv	34796	1814	897	86	109.1%	51531
2483	2485	ASIAタルタリク	Hu Tao	4	68.8 : 241.6 214.5 cv	28691	1584	940	371	104.5%	51530
2484	2486	EUPodpivas73	Hu Tao	4	87.8 : 257.9 269.0 cv	25891	1533	1140	210	106.5%	51529
2485	2487	NAMai	Hu Tao	4	82.0 : 233.8 233.2 cv	28000	1789	913	187	117.5%	51525
2486	2488	NAAzure	Hu Tao	4	80.4 : 194.2 190.5 cv	29426	1820	895	315	100.0%	51524
2487	2489	ASIALertane	Hu Tao	4	77.3 : 243.1 233.2 cv	34849	1876	892	93	100.0%	51524
2488	2490	NAYui	Hu Tao	4	75.4 : 217.5 203.7 cv	34828	1723	991	210	113.0%	51523
2489	2491	ASIAbypaular	Hu Tao	4	71.1 : 240.0 217.7 cv	33982	1834	925	156	100.0%	51523
2490	2492	ASIA나이힐로	Hu Tao	4	69.5 : 216.0 190.5 cv	31893	1799	1007	266	100.0%	51522
2491	2493	ASIA연	Hu Tao	4	70.3 : 240.8 216.9 cv	34545	1915	895	138	100.0%	51521
2492	2494	ASIALxnxlx	Hu Tao	4	69.9 : 250.9 226.2 cv	27640	1724	1000	264	104.5%	51520
2493	2495	ASIAViolet	Hu Tao	4	69.2 : 237.7 211.4 cv	28549	1682	959	304	111.0%	51520
2494	2496	NAiROA	Hu Tao	4	69.2 : 217.5 191.2 cv	29245	1794	899	315	109.7%	51519
2495	2497	NAJK	Hu Tao	4	83.2 : 240.8 242.6 cv	30841	1581	943	187	125.9%	51518
2496	2498	NAhonez	Hu Tao	4	71.9 : 241.6 220.7 cv	34371	1837	920	142	100.0%	51518
2497	2499	NAMemey	Hu Tao	4	64.5 : 275.8 240.2 cv	30593	1734	876	203	106.5%	51518
2498	2500	NATrashure	Hu Tao	4	69.9 : 232.3 207.6 cv	35901	1814	961	161	100.0%	51518
2499	2501	ASIAChewy	Hu Tao	4	74.2 : 251.7 235.5 cv	33921	1678	876	156	118.1%	51517
2500	2502	NAZip	Hu Tao	4	75.8 : 217.5 204.5 cv	34163	1922	1001	154	100.0%	51517
2501	2503	ASIAKina	Hu Tao	4	78.1 : 230.7 222.3 cv	29453	1644	956	266	111.7%	51516
2502	2504	NAIgneous	Hu Tao	4	75.8 : 224.5 211.5 cv	28902	1632	918	327	100.0%	51516
2503	2505	EUSyturs	Hu Tao	4	69.9 : 208.2 183.5 cv	30506	1888	895	285	100.0%	51516
2504	2506	NAyubi	Hu Tao	4	72.7 : 195.7 176.5 cv	32867	1680	950	362	100.0%	51516
2505	2507	NALerona	Hu Tao	4	76.9 : 225.3 214.6 cv	29875	1641	940	287	100.0%	51516
2506	2508	NASpecner	Hu Tao	22	80.0 : 235.4 230.9 cv	36217	1720	899	326	104.5%	51515
2507	2509	ASIALumine	Hu Tao	4	71.9 : 250.9 230.1 cv	29608	1625	876	269	106.5%	51514
2508	2510	ASIAふぃあ	Hu Tao	4	81.2 : 197.3 195.1 cv	33500	1746	993	241	100.0%	51514
2509	2511	ASIAJean=Saber	Hu Tao	4	71.9 : 271.9 251.0 cv	32956	1838	944	103	100.0%	51514
2510	2512	ASIATaco	Hu Tao	4	72.7 : 246.2 227.0 cv	27632	1722	997	252	105.8%	51514
2511	2513	ASIAMirus	Hu Tao	4	70.3 : 220.6 196.7 cv	36040	1800	895	205	110.4%	51512
2512	2514	ASIA네블로우	Hu Tao	4	74.6 : 232.2 216.9 cv	35098	1821	971	138	105.8%	51512
2513	2515	ASIA리무르	Hu Tao	4	65.3 : 240.8 206.8 cv	28786	1706	934	322	106.5%	51511
2514	2516	EUHyzal_	Hu Tao	4	74.6 : 255.6 240.2 cv	29596	1558	973	250	100.0%	51511
2515	2517	TWKatsura	Hu Tao	4	71.5 : 235.4 213.8 cv	28029	1776	918	269	110.4%	51510
2516	2518	NASin	Hu Tao	4	70.3 : 257.1 233.2 cv	31597	1698	1061	207	111.7%	51509
2517	2519	ASIAZeeinZ	Hu Tao	4	70.7 : 242.4 219.2 cv	27812	1822	940	248	100.0%	51508
2518	2520	NACardinal	Hu Tao	4	79.7 : 245.5 240.2 cv	31773	1897	921	105	111.7%	51508
2519	2521	ASIANoruka	Hu Tao	4	62.5 : 257.9 218.4 cv	28060	1767	978	299	100.0%	51507
2520	2522	EUrebel	Hu Tao	4	64.5 : 279.7 244.1 cv	31959	1800	980	161	105.2%	51507
2521	2523	NAⓏⓞⓢ	Hu Tao	4	80.8 : 235.4 232.4 cv	35516	1723	1004	114	106.5%	51507
2522	2524	ASIAZey	Hu Tao	4	76.2 : 221.4 209.1 cv	25076	1880	897	292	100.0%	51507
2523	2525	ASIAえす	Hu Tao	4	83.9 : 240.0 243.3 cv	30899	1776	934	124	109.7%	51506
2524	2526	EUSkiminok	Hu Tao	4	93.3 : 200.4 222.4 cv	28694	1743	1026	224	100.0%	51506
2525	2527	ASIA800	Hu Tao	4	83.2 : 248.6 250.3 cv	31597	1714	899	124	109.7%	51506
2526	2528	EUiKENT	Hu Tao	4	80.8 : 254.0 251.1 cv	32866	1662	1043	121	100.0%	51504
2527	2529	ASIAAyaka	Hu Tao	4	77.7 : 254.0 244.9 cv	26179	1684	1005	227	100.0%	51502
2528	2530	ASIAjunriii	Hu Tao	4	82.0 : 236.9 236.3 cv	26694	1577	899	292	118.1%	51502
2529	2531	ASIATori	Hu Tao	4	82.8 : 222.2 223.1 cv	36480	1860	897	89	105.2%	51501
2530	2532	EUPhaerlin	Hu Tao	4	71.5 : 242.4 220.8 cv	28274	1785	946	243	100.0%	51500
2531	2533	NALumine	Hu Tao	4	63.7 : 222.2 185.0 cv	28611	1965	876	315	100.0%	51500
2532	2534	ASIAMaek	Hu Tao	4	89.4 : 222.9 237.1 cv	33347	1643	967	135	105.8%	51499
2533	2535	NAcai	Hu Tao	4	73.4 : 204.3 186.6 cv	32171	1675	960	336	100.0%	51498
2534	2536	ASIAいーい	Hu Tao	4	83.9 : 226.8 230.1 cv	27058	1717	1001	224	100.0%	51498
2535	2537	NAMCrownArg	Hu Tao	4	71.9 : 233.8 213.0 cv	31415	1877	982	189	110.4%	51498
2536	2538	EUKirito	Hu Tao	4	70.7 : 242.4 219.2 cv	32747	1742	997	210	105.8%	51498
2537	2539	ASIACaLLLLlvin	Hu Tao	4	76.2 : 243.9 231.7 cv	26456	1727	895	248	104.5%	51498
2538	2540	ASIAflamingshadow	Hu Tao	4	77.3 : 247.8 237.9 cv	34227	1808	1159	103	100.0%	51498
2539	2541	NASuizyun	Hu Tao	4	64.1 : 235.4 199.0 cv	28665	1778	895	329	110.4%	51497
2540	2542	EUKwun	Hu Tao	4	68.4 : 240.0 212.2 cv	27160	1714	969	322	100.0%	51496
2541	2543	EUДаркуша	Hu Tao	4	76.5 : 236.2 224.7 cv	27061	1824	1001	227	100.0%	51495
2542	2544	ASIAlisa	Hu Tao	4	78.9 : 229.2 222.3 cv	28635	1578	983	304	105.2%	51494
2543	2545	ASIA七七チャール	Hu Tao	4	76.2 : 235.4 223.1 cv	32168	1824	1066	156	100.0%	51492
2544	2546	EUReavert	Hu Tao	4	78.1 : 210.5 202.1 cv	36005	1705	876	193	109.7%	51491
2545	2547	ASIASou	Hu Tao	4	68.0 : 243.9 215.3 cv	35251	1872	965	147	100.0%	51491
2546	2548	NAEmma	Hu Tao	4	85.1 : 222.2 227.8 cv	32379	1880	1048	117	100.0%	51491
2547	2549	ASIA~Niloupremacy~	Hu Tao	4	81.2 : 226.1 223.9 cv	36088	1931	876	82	100.0%	51488
2548	2550	ASIAda-da-da~	Hu Tao	4	67.6 : 242.4 213.0 cv	34610	1894	921	156	100.0%	51488
2549	2551	ASIARaj	Hu Tao	4	81.2 : 213.6 211.5 cv	26343	1877	1048	250	111.0%	51487
2550	2552	NACrea	Hu Tao	4	73.8 : 240.0 223.1 cv	28624	1687	991	250	111.0%	51487
2551	2553	ASIAganyumain	Hu Tao	4	66.0 : 252.5 220.0 cv	30027	1761	1077	243	104.5%	51487
2552	2554	ASIAMoongchiTory	Hu Tao	4	70.3 : 236.9 213.0 cv	28158	1675	991	304	127.9%	51485
2553	2555	ASIAnonameme	Hu Tao	4	66.8 : 261.8 230.9 cv	32102	1634	985	238	100.0%	51484
2554	2556	ASIASachiru	Hu Tao	4	68.8 : 242.4 215.3 cv	27818	1769	897	280	116.8%	51484
2555	2557	ASIA한스푼	Hu Tao	4	62.9 : 233.8 195.1 cv	28973	1805	920	332	100.0%	51482
2556	2558	NAKhangBANGER	Hu Tao	4	71.1 : 214.4 192.0 cv	34372	1885	895	198	111.7%	51481
2557	2559	EUmakushi	Hu Tao	4	73.8 : 252.5 235.5 cv	32700	1882	927	119	100.0%	51481
2558	2560	ASIAAzureSnake	Hu Tao	4	69.5 : 230.7 205.2 cv	33972	1940	1027	166	100.0%	51481
2559	2561	NAMystic	Hu Tao	4	79.7 : 222.9 217.7 cv	35314	1714	1036	156	105.8%	51480
2560	2562	NAOliyonn	Hu Tao	4	70.7 : 229.9 206.8 cv	31806	1727	950	238	122.7%	51479
2561	2563	ASIAロード	Hu Tao	4	85.5 : 209.7 216.1 cv	29518	1572	1003	292	115.5%	51479
2562	2564	ASIAちょーま	Hu Tao	4	81.2 : 219.0 216.9 cv	31147	1769	920	206	119.4%	51479
2563	2565	ASIALal.	Hu Tao	4	76.2 : 242.3 230.1 cv	28517	1552	934	299	113.0%	51479
2564	2566	NASwiftySwoo	Hu Tao	4	86.3 : 209.7 217.7 cv	33458	1836	950	133	106.5%	51476
2565	2567	ASIAn	Hu Tao	4	70.7 : 223.7 200.6 cv	34858	1741	876	226	115.5%	51476
2566	2568	CN奥黛丽翠花	Hu Tao	4	77.3 : 270.3 260.4 cv	28455	1571	971	203	106.5%	51475
2567	2569	NAVarredorDeCasa	Hu Tao	4	71.5 : 227.6 206.0 cv	27031	1711	1016	332	100.0%	51475
2568	2570	ASIASumplùX	Hu Tao	4	75.8 : 252.5 239.4 cv	29212	1640	876	229	117.5%	51475
2569	2571	ASIACaptainLeewhy	Hu Tao	4	71.9 : 239.3 218.5 cv	33773	1859	897	149	100.0%	51473
2570	2572	EUдриада	Hu Tao	4	76.6 : 237.7 226.2 cv	31049	1655	985	224	100.0%	51473
2571	2573	ASIA메르	Hu Tao	4	74.6 : 235.4 220.0 cv	29815	1726	948	224	116.2%	51473
2572	2574	ASIAトミー	Hu Tao	4	84.3 : 243.9 248.0 cv	32978	1781	1069	89	104.5%	51473
2573	2575	EULeon	Hu Tao	4	69.9 : 235.4 210.7 cv	31954	1705	876	262	100.0%	51471
2574	2576	EUDarn	Hu Tao	4	83.9 : 205.8 209.1 cv	31746	1830	1032	198	100.0%	51470
2575	2577	NAIpakai	Hu Tao	4	80.8 : 226.8 223.9 cv	31437	1761	978	184	106.5%	51470
2576	2578	ASIAJayv3n	Hu Tao	4	80.0 : 238.5 234.0 cv	27641	1566	1034	287	100.0%	51470
2577	2579	ASIAうぇる	Hu Tao	4	69.5 : 228.4 202.9 cv	33048	1889	876	214	100.0%	51469
2578	2580	NA¥×¥	Hu Tao	4	75.8 : 220.6 207.6 cv	32413	1911	960	170	106.5%	51469
2579	2581	ASIA오만	Hu Tao	4	78.9 : 240.0 233.2 cv	29544	1705	920	210	100.0%	51466
0	5048	ASIA胡桃の火力くれ	Hu Tao	4	76.5 : 239.2 227.8 cv	36908	1774	986	84	100.0%	50000
1	5049	NASarah	Hu Tao	4	64.9 : 267.2 232.4 cv	26941	1780	950	238	111.0%	50000
2	5050	ASIA紗奈ばにら	Hu Tao	4	90.5 : 258.7 275.2 cv	32561	1690	975	33	105.2%	49999
3	5051	NADBos	Hu Tao	4	68.8 : 261.8 234.8 cv	34065	1822	936	110	100.0%	49999
4	5052	EUHexayy	Hu Tao	4	68.0 : 237.7 209.1 cv	34646	1803	921	173	106.5%	49998
5	5053	NATobe	Hu Tao	4	69.2 : 259.4 233.2 cv	31825	1906	1045	121	100.0%	49998
6	5054	NATiniMeow	Hu Tao	4	72.7 : 222.1 202.9 cv	32739	1681	994	235	100.0%	49998
7	5055	ASIAHotaru	Hu Tao	4	72.3 : 215.2 195.1 cv	35423	1867	936	154	116.2%	49998
8	5056	EUWolf	Hu Tao	4	71.1 : 219.8 197.4 cv	32522	1826	978	198	100.0%	49998
9	5057	NASin	Hu Tao	4	77.7 : 225.3 216.1 cv	27935	1688	1062	241	111.7%	49997
10	5058	EUMatiZane	Hu Tao	4	82.8 : 215.9 216.9 cv	27185	1708	911	264	116.8%	49997
11	5059	NAJuno	Hu Tao	4	72.3 : 238.5 218.4 cv	33410	1846	959	133	100.0%	49996
12	5060	NASteve~	Hu Tao	4	73.8 : 220.6 203.7 cv	32192	1875	942	170	104.5%	49996
13	5061	ASIAPolaris	Hu Tao	4	84.3 : 216.7 220.8 cv	33337	1626	895	163	121.4%	49995
14	5062	ASIAFakeChilde	Hu Tao	4	74.6 : 237.7 222.3 cv	31467	1896	976	133	104.5%	49995
15	5063	NACxsst	Hu Tao	4	75.4 : 250.9 237.1 cv	32288	1707	897	140	112.3%	49993
16	5064	ASIAJames	Hu Tao	4	74.2 : 229.9 213.8 cv	28293	1705	1012	245	104.5%	49992
17	5065	ASIARaidingRain	Hu Tao	4	70.3 : 236.9 213.0 cv	32866	1746	991	177	111.0%	49992
18	5066	EUTisDoggo	Hu Tao EM Sands Build	4	69.2 : 248.6 222.3 cv	29714	1656	876	257	105.2%	49992
19	5067	EUMayvin	Hu Tao	4	72.3 : 242.4 222.3 cv	29893	1771	1012	187	100.0%	49992
20	5068	NACarter	Hu Tao	4	74.6 : 250.1 234.8 cv	34133	1720	876	119	110.4%	49992
21	5069	EUFenix	Hu Tao Em Sands	4	79.3 : 240.0 234.0 cv	27307	1634	991	241	100.0%	49992
22	5070	EUЛюмин	Hu Tao	4	75.0 : 243.1 228.5 cv	33222	1855	1139	107	100.0%	49991
23	5071	ASIAナラエール	Hu Tao	4	74.6 : 264.1 248.8 cv	24130	1734	1094	222	100.0%	49991
24	5072	NAAlarar	Hu Tao	4	62.5 : 253.3 213.8 cv	29242	1751	920	262	118.8%	49991
25	5073	ASIABrokeRamenGuy	Hu Tao	4	65.7 : 252.4 219.2 cv	27793	1792	1012	248	111.0%	49990
26	5074	ASIAfelt	Hu Tao	4	71.1 : 244.7 222.3 cv	32739	1851	940	135	111.0%	49990
27	5075	ASIAHyu	Hu Tao	4	75.0 : 261.8 247.2 cv	25492	1787	939	187	105.2%	49990
28	5076	NAFated	Hu Tao	4	67.2 : 244.0 213.8 cv	32254	1843	993	173	100.0%	49989
29	5077	ASIABiscuit	Hu Tao	4	75.0 : 247.8 233.2 cv	34317	1730	876	117	111.7%	49989
30	5078	ASIAMyon	Hu Tao	4	63.3 : 240.8 202.9 cv	32194	1863	953	207	100.0%	49988
31	5079	ASIAいのり	Hu Tao - EM Shimenawa	4	64.5 : 252.5 216.9 cv	28521	1873	954	224	116.2%	49987
32	5080	NAmyeong	Hu Tao	4	76.5 : 222.9 211.5 cv	26281	1728	1144	276	100.0%	49986
33	5081	EUChika	Hu Tao	4	77.7 : 219.8 210.7 cv	35249	1719	895	152	116.8%	49985
34	5082	NAish	Hu Tao	4	74.2 : 247.0 230.9 cv	32231	1956	876	98	104.5%	49985
35	5083	ASIAノーナ	Hu Tao	4	80.8 : 264.1 261.2 cv	33863	1729	1061	54	100.0%	49984
36	5084	EUporosad	Hu Tao	4	73.8 : 243.9 227.0 cv	30088	1691	946	208	105.2%	49983
37	5085	NAFerreto	Hu Tao	4	75.0 : 234.6 220.0 cv	33882	1732	876	152	115.5%	49983
38	5086	ASIA방주	Hu Tao	4	71.1 : 232.3 209.9 cv	30690	1810	1048	198	116.8%	49983
39	5087	EUaichi	Hu Tao	4	71.1 : 221.4 199.0 cv	33165	1797	876	212	118.1%	49983
40	5088	EUAlfio	Hu Tao	4	71.9 : 222.1 201.3 cv	28667	1710	899	315	105.2%	49982
41	5089	CN原神link	Hu Tao	22	82.4 : 219.8 220.0 cv	31497	1686	927	327	100.0%	49982
42	5090	ASIAIub_Nauq	Hu Tao	4	77.3 : 227.6 217.7 cv	29175	1674	913	245	100.0%	49982
43	5091	EUユーン	Hu Tao	4	66.8 : 238.5 207.6 cv	32140	1651	991	264	104.5%	49982
44	5092	ASIAShiro	Hu Tao	4	69.9 : 200.4 175.7 cv	32492	1769	978	311	100.0%	49982
45	5093	EUZongow	Hu Tao	4	75.4 : 233.8 220.0 cv	33065	1662	918	179	110.4%	49981
46	5094	NA☆sinrose	Hu Tao	4	74.6 : 260.2 244.9 cv	31714	1842	939	98	100.0%	49981
47	5095	EUzazemdayo	Hu Tao	4	75.4 : 243.1 229.3 cv	29337	1589	978	241	110.4%	49980
48	5096	NAZEE	Hu Tao	4	73.8 : 214.4 197.5 cv	30054	1655	892	311	112.3%	49979
49	5097	ASIA야코	Hu Tao	4	75.4 : 233.1 219.2 cv	27170	1858	876	206	111.7%	49978
50	5098	EULain	Hu Tao	4	73.4 : 236.9 219.2 cv	34184	1822	876	124	116.8%	49978
51	5099	ASIAkurogane	Hu Tao	4	76.5 : 219.0 207.6 cv	27267	1645	1034	294	100.0%	49978
52	5100	EUфори	Hu Tao	4	72.3 : 243.9 223.9 cv	30959	1614	1052	228	111.7%	49977
53	5101	NAOatmeal	Hu Tao	4	76.9 : 241.6 230.9 cv	26253	1620	876	285	115.5%	49977
54	5102	ASIAさ	Hu Tao	4	77.3 : 222.9 213.0 cv	30989	1995	934	133	105.2%	49976
55	5103	ASIAkjsde	Hu Tao	4	70.7 : 240.8 217.7 cv	27458	1728	1034	255	106.5%	49976
56	5104	ASIADam_kung1	Hu Tao	4	76.5 : 205.1 193.6 cv	34787	1811	897	168	113.0%	49975
57	5105	ASIAerd1s	Hu Tao	4	57.9 : 273.5 224.7 cv	28701	1753	876	271	117.5%	49975
58	5106	ASIAぐでさん	Hu Tao	4	78.9 : 237.7 230.9 cv	36213	1780	892	79	104.5%	49975
59	5107	NAFez	Hu Tao	4	78.5 : 211.3 203.7 cv	32403	1774	1032	179	100.0%	49975
60	5108	NAyami	Hu Tao	4	73.4 : 215.2 197.5 cv	38151	1765	895	145	120.7%	49974
61	5109	NAsublime	Hu Tao	4	80.0 : 215.2 210.7 cv	33796	1859	934	126	105.2%	49974
62	5110	EUМика	Hu Tao	4	73.4 : 250.1 232.4 cv	24459	1564	876	362	111.7%	49974
63	5111	EUDefex	Hu Tao	4	77.7 : 200.4 191.3 cv	34640	1668	1010	228	106.5%	49973
64	5112	NAZacfs	Hu Tao	4	66.0 : 252.4 220.0 cv	28785	1766	920	262	100.0%	49972
65	5113	ASIAExmortis	Hu Tao	4	66.0 : 220.6 188.1 cv	30720	1834	876	264	110.4%	49972
66	5114	ASIAKOKOMI_LOVER69	Hu Tao	4	76.9 : 228.4 217.7 cv	30929	1892	899	145	109.7%	49972
67	5115	EURisana	Hu Tao	4	76.9 : 223.7 213.0 cv	32771	1690	1078	191	106.5%	49971
68	5116	NAMarcelo	Hu Tao	4	77.7 : 215.2 206.0 cv	29931	1631	1049	280	100.0%	49970
69	5117	EUalakrawi	Hu Tao	4	73.1 : 232.3 213.8 cv	34456	1665	934	179	105.2%	49970
70	5118	ASIAYang	Hu Tao	4	62.5 : 250.9 211.4 cv	30543	1725	876	283	105.2%	49969
71	5119	EUTaoishu	Hu Tao	4	69.5 : 233.0 207.5 cv	32072	1828	913	184	100.0%	49969
72	5120	EUAlbertogm	Hu Tao	4	69.2 : 207.4 181.2 cv	36058	1712	892	245	106.5%	49968
73	5121	NANiyo	Hu Tao	4	71.5 : 213.6 192.0 cv	34346	1806	911	189	124.0%	49968
74	5122	EUPelapolis	Hu Tao	4	75.0 : 242.4 227.8 cv	26399	1750	1045	227	100.0%	49968
75	5123	NAAYAKA-FAN	Hu Tao	4	73.4 : 263.3 245.6 cv	25828	1594	1041	273	105.8%	49967
76	5124	ASIAZafkiel	Hu Tao	4	76.5 : 218.3 206.8 cv	26854	1764	921	301	104.5%	49967
77	5125	NAHina	Hu Tao	4	78.9 : 227.6 220.8 cv	26945	1630	960	292	104.5%	49967
78	5126	ASIAspeed	Hu Tao	4	75.4 : 227.6 213.8 cv	38747	1948	876	63	100.0%	49967
79	5127	ASIAIB	Hu Tao	4	63.7 : 247.8 210.7 cv	30113	1841	980	224	100.0%	49966
80	5128	ASIA（・U・#）	Hu Tao	4	83.5 : 230.7 233.2 cv	27148	1658	991	227	109.1%	49965
81	5129	ASIALiq	Hu Tao	4	74.2 : 203.5 187.3 cv	31692	1710	939	292	104.5%	49965
82	5130	CNfor依	Hu Tao	4	75.0 : 214.4 199.8 cv	33950	1827	1001	163	100.0%	49964
83	5131	ASIA•Ẽxplôsion	Hu Tao	4	70.3 : 232.3 208.3 cv	34731	1692	1036	191	100.0%	49963
84	5132	NAZaedra	Hu Tao	4	73.4 : 253.2 235.5 cv	27539	1576	979	271	100.0%	49963
85	5133	ASIANeko	Hu Tao	4	79.7 : 226.0 220.8 cv	28049	1737	939	208	100.0%	49963
86	5134	EUEscanor	Hu Tao	4	68.0 : 216.7 188.1 cv	31874	1710	876	306	116.8%	49963
87	5135	ASIAJeon	Hu Tao	4	74.2 : 239.2 223.1 cv	28925	1597	934	269	100.0%	49962
88	5136	ASIAMizu	Hu Tao	4	80.8 : 236.2 233.2 cv	32771	1927	934	79	100.0%	49962
89	5137	ASIAにゃんつー	Hu Tao	4	79.7 : 248.6 243.3 cv	26525	1573	895	248	129.2%	49961
90	5138	EUПахом	Hu Tao	4	72.7 : 268.8 249.5 cv	32620	1699	944	119	100.0%	49961
91	5139	EUSentri	Hu Tao	4	68.8 : 263.4 236.4 cv	30780	1633	991	208	111.7%	49961
92	5140	NAVaz	Hu Tao	4	87.4 : 223.7 234.0 cv	30959	1620	1201	161	104.5%	49961
93	5141	NAEldreich	Hu Tao	4	67.2 : 236.9 206.8 cv	37938	1837	956	119	133.0%	49960
94	5142	NATraveler	Hu Tao	4	76.9 : 209.7 199.0 cv	27391	1971	895	222	126.6%	49960
95	5143	EUHomura	Hu Tao	4	71.9 : 253.3 232.4 cv	25370	1810	946	227	111.0%	49960
96	5144	ASIAGBOAI	Hu Tao	4	69.9 : 251.7 227.0 cv	33517	1884	876	114	105.8%	49960
97	5145	ASIACii	Hu Tao	4	69.2 : 202.7 176.5 cv	31965	1758	897	325	100.0%	49959
98	5146	EUSinnay	Hu Tao	4	73.4 : 230.7 213.0 cv	35950	1969	897	91	105.8%	49959
99	5147	ASIA旅人556	Hu Tao	4	80.0 : 240.0 235.6 cv	34002	1833	975	79	100.0%	49959
100	5148	ASIAElimo	Hu Tao	4	78.5 : 231.5 223.9 cv	36581	1737	985	98	111.0%	49958
101	5149	NAEl_pucho	Hu Tao	4	70.3 : 258.7 234.8 cv	24488	1614	993	306	111.0%	49958
102	5150	EUsCaramoucHe	Hu Tao EM	4	71.5 : 247.8 226.2 cv	28016	1696	916	229	109.1%	49958
103	5151	ASIAきゃべつ	Hu Tao	4	76.5 : 232.3 220.8 cv	31752	1693	932	187	110.4%	49957
104	5152	EUTeeempooo	Hu Tao	4	71.9 : 258.7 237.9 cv	23682	1790	1013	250	105.8%	49956
105	5153	ASIAnom	Hu Tao	4	75.8 : 227.6 214.6 cv	27789	1683	876	285	105.2%	49956
106	5154	NALuna	Hu Tao	4	71.5 : 224.5 202.9 cv	28547	1780	876	257	130.5%	49955
107	5155	EUCriyo	Hu Tao	4	82.4 : 248.6 248.7 cv	32135	1721	932	96	100.0%	49955
108	5156	ASIAfearift	Hu Tao	4	76.9 : 243.2 232.5 cv	31534	1817	918	121	111.7%	49954
109	5157	ASIANyanyanyanya	Hu Tao	4	69.2 : 229.2 202.9 cv	28089	1887	940	243	109.7%	49954
110	5158	EUZoX246	Hu Tao	4	66.4 : 236.1 204.4 cv	32105	1870	927	191	100.0%	49953
111	5159	ASIASyobon	Hu Tao	4	73.8 : 240.8 223.9 cv	25074	1752	1004	264	119.4%	49953
112	5160	EUsky^	Hu Tao	4	74.6 : 220.6 205.2 cv	35571	1887	876	121	116.2%	49953
113	5161	ASIAぱぷきん	Hu Tao	4	71.5 : 240.0 218.5 cv	34679	1721	964	156	106.5%	49952
114	5162	EU왕Vex	Hu Tao	4	77.7 : 235.4 226.2 cv	25462	1646	1070	271	100.0%	49952
115	5163	ASIA☆くれは☆	Hu Tao	4	60.2 : 230.7 186.6 cv	26846	1817	876	378	100.0%	49952
116	5164	EUSMERT	Hu Tao	4	77.3 : 252.5 242.6 cv	33556	1630	1002	121	100.0%	49950
117	5165	ASIAS	Hu Tao	4	69.6 : 226.8 201.4 cv	29015	1715	948	278	105.8%	49949
118	5166	NAsuki	Hu Tao	4	74.6 : 243.1 227.8 cv	31803	1793	1006	138	100.0%	49947
119	5167	CN空想	Hu Tao	4	72.7 : 261.8 242.5 cv	27636	1590	934	248	125.3%	49947
120	5168	NARedPingHutao	Hu Tao	4	69.9 : 246.2 221.5 cv	34336	1774	876	147	106.5%	49946
121	5169	ASIA抹茶	Hu Tao	4	64.1 : 260.2 223.9 cv	34798	1742	916	166	100.0%	49946
122	5170	ASIAwei	Hu Tao	4	78.1 : 222.2 213.8 cv	25764	1676	876	329	112.3%	49944
123	5171	ASIA헹주이	Hu Tao	4	79.7 : 212.8 207.6 cv	30959	1668	934	238	109.1%	49944
124	5172	ASIAゆないと	Hu Tao	4	81.2 : 228.4 226.2 cv	28699	1724	934	203	104.5%	49943
125	5173	ASIA7zen><Tabibito	Hu Tao	4	79.3 : 229.9 223.9 cv	35487	1702	939	117	105.8%	49942
126	5174	EUPeyp	Hu Tao	4	73.4 : 246.3 228.6 cv	26667	1742	895	227	116.8%	49942
127	5175	ASIAちーたろ	Hu Tao	4	77.7 : 246.2 237.1 cv	34303	1780	876	91	105.8%	49942
128	5176	EUaomu	Hu Tao	4	82.8 : 233.8 234.8 cv	30899	1773	939	121	133.0%	49941
129	5177	ASIA김유명	Hu Tao	4	67.2 : 225.3 195.1 cv	31385	1934	897	206	100.0%	49940
130	5178	ASIABet	Hu Tao	4	74.6 : 226.8 211.5 cv	35335	1869	969	114	106.5%	49940
131	5179	EUKevin	Hu Tao	4	65.3 : 230.7 196.7 cv	28418	1732	985	315	117.5%	49940
132	5180	NANat3345	Hu Tao	4	62.5 : 252.5 213.0 cv	28573	1717	989	285	100.0%	49940
133	5181	EUVarra	Hu Tao Albedo/Elegy Yelan/Ins Zhong	4	75.0 : 236.9 222.3 cv	35180	1730	899	128	100.0%	49940
134	5182	ASIALarsh	Hu Tao	4	80.4 : 247.0 243.3 cv	25891	1597	1033	250	104.5%	49939
135	5183	ASIALuna	Hu Tao	4	62.9 : 255.6 216.9 cv	29301	1760	895	248	111.0%	49938
